Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"L3048966", 12.47, 3,    7583.87,   90.3,    1.0534, 0, 0, 0, 0, 0, 0, 0, 0
"M1142810", 12.47, 1,    7320.41,  -31.8,    1.0168, 2,    7518.98, -151.5,    1.0444, 3,    7561.75,   90.2,    1.0503
"M1027109", 12.47, 1,    7031.15,  -34.0,   0.97661, 0, 0, 0, 0, 0, 0, 0, 0
"L3101788", 12.47, 1,    7031.02,  -34.0,   0.97659, 0, 0, 0, 0, 0, 0, 0, 0
"P903490", 12.47, 3,    7632.09,   91.6,    1.0601, 0, 0, 0, 0, 0, 0, 0, 0
"L2916603", 12.47, 2,    7270.58, -156.1,    1.0099, 0, 0, 0, 0, 0, 0, 0, 0
"L3160106", 12.47, 1,    7264.19,  -33.4,     1.009, 0, 0, 0, 0, 0, 0, 0, 0
"D5563942-4_INT", 12.47, 1,    7349.69,  -31.4,    1.0209, 2,    7533.31, -151.4,    1.0464, 3,    7591.38,   90.5,    1.0544
"Q16483", 12.47, 1,     7349.5,  -31.4,    1.0208, 2,    7533.19, -151.4,    1.0463, 3,    7591.37,   90.5,    1.0544
"M1069514", 12.47, 1,    7195.37,  -32.4,   0.99942, 2,    7430.59, -154.9,    1.0321, 3,    7599.83,   92.3,    1.0556
"P850083", 12.47, 1,    7138.36,  -30.8,    0.9915, 2,    7485.99, -151.6,    1.0398, 3,    7654.88,   92.2,    1.0632
"L3178988", 12.47, 2,    7355.32, -154.9,    1.0216, 0, 0, 0, 0, 0, 0, 0, 0
"L3010568", 12.47, 1,    7470.68,  -33.0,    1.0377, 0, 0, 0, 0, 0, 0, 0, 0
"M1026356", 12.47, 1,    7159.51,  -34.4,   0.99444, 2,     7342.6, -154.0,    1.0199, 3,    7463.79,   88.7,    1.0367
"L2989600", 12.47, 1,    7386.89,  -31.3,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"M1026487", 12.47, 2,    7292.91, -154.1,     1.013, 0, 0, 0, 0, 0, 0, 0, 0
"M1069348", 12.47, 3,    7389.98,   91.8,    1.0264, 0, 0, 0, 0, 0, 0, 0, 0
"L2804248", 12.47, 2,    7279.69, -156.1,    1.0111, 0, 0, 0, 0, 0, 0, 0, 0
"L2729413", 12.47, 1,    7277.23,  -33.7,    1.0108, 0, 0, 0, 0, 0, 0, 0, 0
"L2673314", 12.47, 3,    7420.27,   92.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L2785528", 12.47, 2,    7355.78, -153.9,    1.0217, 0, 0, 0, 0, 0, 0, 0, 0
"L2897773", 12.47, 1,    7323.26,  -33.3,    1.0172, 0, 0, 0, 0, 0, 0, 0, 0
"L3010567", 12.47, 3,    7422.91,   89.0,     1.031, 0, 0, 0, 0, 0, 0, 0, 0
"L2991917", 12.47, 2,    7321.73, -154.1,     1.017, 0, 0, 0, 0, 0, 0, 0, 0
"L2766730", 12.47, 2,    7360.25, -156.4,    1.0223, 0, 0, 0, 0, 0, 0, 0, 0
"M1166407", 12.47, 3,    7432.55,   89.7,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"M1008753", 12.47, 2,    7297.12, -154.1,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"M1047419", 12.47, 1,    7241.76,  -33.4,    1.0059, 0, 0, 0, 0, 0, 0, 0, 0
"M1089207", 12.47, 1,    7333.77,  -31.6,    1.0186, 2,     7477.4, -153.6,    1.0386, 3,     7563.1,   92.4,    1.0505
"M1047572", 12.47, 1,    7372.55,  -33.3,     1.024, 2,    7451.66, -155.8,     1.035, 3,    7444.49,   92.3,     1.034
"M1108329", 12.47, 3,    7469.91,   89.7,    1.0376, 0, 0, 0, 0, 0, 0, 0, 0
"N1138599", 12.47, 1,    7303.52,  -33.1,    1.0144, 2,    7290.54, -156.3,    1.0126, 3,    7397.57,   91.9,    1.0275
"L3217057", 12.47, 1,    7502.37,  -31.0,    1.0421, 0, 0, 0, 0, 0, 0, 0, 0
"193-103041", 12.47, 3,    7433.23,   92.3,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"L2785515", 12.47, 3,    7288.82,   89.4,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0
"M1069206", 12.47, 3,    7419.92,   89.0,    1.0306, 0, 0, 0, 0, 0, 0, 0, 0
"L2729424", 12.47, 1,    7247.94,  -31.9,    1.0067, 0, 0, 0, 0, 0, 0, 0, 0
"L2917359", 12.47, 1,    7320.52,  -31.8,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"M3037538", 12.47, 1,    7257.38,  -33.8,     1.008, 0, 0, 0, 0, 0, 0, 0, 0
"L3027133", 12.47, 1,    7257.36,  -33.8,     1.008, 0, 0, 0, 0, 0, 0, 0, 0
"L3197627", 12.47, 3,    7314.27,   89.4,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"M1069187", 12.47, 1,    7373.72,  -33.8,    1.0242, 0, 0, 0, 0, 0, 0, 0, 0
"L2748129", 12.47, 1,     7373.7,  -33.8,    1.0242, 0, 0, 0, 0, 0, 0, 0, 0
"D6290228-6_INT", 12.47, 1,    7182.45,  -32.5,   0.99762, 2,    7426.59, -155.0,    1.0315, 3,    7598.55,   92.3,    1.0554
"Q16642", 12.47, 1,    7182.17,  -32.5,   0.99758, 2,     7426.4, -155.0,    1.0315, 3,    7598.47,   92.3,    1.0554
"N1136657", 12.47, 1,    7192.95,  -32.4,   0.99908, 2,    7429.84, -155.0,     1.032, 3,    7599.59,   92.3,    1.0556
"L3027671", 12.47, 1,     7141.3,  -30.8,   0.99191, 0, 0, 0, 0, 0, 0, 0, 0
"M1108423", 12.47, 1,    7140.95,  -30.8,   0.99186, 0, 0, 0, 0, 0, 0, 0, 0
"N1136665", 12.47, 1,    7417.17,  -33.2,    1.0302, 0, 0, 0, 0, 0, 0, 0, 0
"L2710532", 12.47, 3,    7398.95,   92.4,    1.0277, 0, 0, 0, 0, 0, 0, 0, 0
"L2785526", 12.47, 2,     7330.7, -154.1,    1.0182, 0, 0, 0, 0, 0, 0, 0, 0
"L2857591", 12.47, 1,     7257.3,  -33.8,     1.008, 0, 0, 0, 0, 0, 0, 0, 0
"L2841630", 12.47, 3,    7429.43,   89.0,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"L3312692", 12.47, 1,    7019.89,  -34.0,   0.97504, 0, 0, 0, 0, 0, 0, 0, 0
"M1069495", 12.47, 1,    7277.58,  -31.9,    1.0108, 2,    7448.94, -154.3,    1.0346, 3,    7586.83,   92.4,    1.0538
"L3179678", 12.47, 1,    7237.33,  -32.6,    1.0052, 2,    7477.78, -152.0,    1.0386, 3,    7495.03,   89.6,     1.041
"M1149225", 12.47, 2,    7518.62, -151.5,    1.0443, 0, 0, 0, 0, 0, 0, 0, 0
"R42246", 12.47, 1,    7180.99,  -32.5,   0.99742, 2,    7425.93, -155.0,    1.0314, 3,     7598.3,   92.3,    1.0554
"L3632979", 12.47, 1,    7117.68,  -33.9,   0.98863, 0, 0, 0, 0, 0, 0, 0, 0
"P841985", 12.47, 2,    7315.99, -154.0,    1.0162, 0, 0, 0, 0, 0, 0, 0, 0
"L3104796", 12.47, 3,    7631.99,   91.6,    1.0601, 0, 0, 0, 0, 0, 0, 0, 0
"N1141476", 12.47, 1,    7319.05,  -32.0,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0
"L2785519", 12.47, 1,    7373.45,  -33.8,    1.0242, 0, 0, 0, 0, 0, 0, 0, 0
"L3104122", 12.47, 1,    7373.27,  -33.8,    1.0241, 0, 0, 0, 0, 0, 0, 0, 0
"L3197618", 12.47, 1,    7256.27,  -33.8,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0
"E192258", 12.47, 1,    7449.93,  -31.1,    1.0348, 2,    7543.63, -151.0,    1.0478, 3,    7581.72,   90.1,    1.0531
"D5534970-1_INT", 12.47, 1,    7301.09,  -33.3,    1.0141, 2,    7432.49, -155.7,    1.0324, 3,    7410.14,   92.4,    1.0292
"L2841633", 12.47, 1,    7306.28,  -33.3,    1.0148, 2,    7432.15, -155.7,    1.0323, 3,    7411.59,   92.4,    1.0295
"L3254206", 12.47, 2,    7339.75, -156.4,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0
"N1145954", 12.47, 1,    7194.71,  -34.4,   0.99933, 2,    7357.46, -154.0,    1.0219, 3,    7462.67,   88.7,    1.0365
"P827580", 12.47, 1,    7194.71,  -34.4,   0.99933, 2,    7357.46, -154.0,    1.0219, 3,    7462.67,   88.7,    1.0365
"L2955074", 12.47, 1,    7321.34,  -31.9,    1.0169, 2,     7519.8, -151.6,    1.0445, 3,    7558.04,   90.2,    1.0498
"L2970845", 12.47, 2,    7511.79, -151.8,    1.0434, 0, 0, 0, 0, 0, 0, 0, 0
"L3010585", 12.47, 1,    7254.53,  -33.8,    1.0076, 0, 0, 0, 0, 0, 0, 0, 0
"L2861219", 12.47, 2,    7521.18, -151.5,    1.0447, 0, 0, 0, 0, 0, 0, 0, 0
"L3104135", 12.47, 1,    7144.83,  -34.4,    0.9924, 0, 0, 0, 0, 0, 0, 0, 0
"L3254203", 12.47, 2,     7244.9, -156.2,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0
"L2954352", 12.47, 3,    7429.42,   89.0,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"M1047400", 12.47, 1,    7238.44,  -33.5,    1.0054, 0, 0, 0, 0, 0, 0, 0, 0
"L2842379", 12.47, 1,    7318.89,  -32.0,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0
"L2916617", 12.47, 2,    7264.75, -155.0,    1.0091, 0, 0, 0, 0, 0, 0, 0, 0
"N1136670", 12.47, 1,    7380.18,  -33.3,    1.0251, 2,    7458.69, -155.8,     1.036, 3,    7445.21,   92.3,    1.0341
"L2766727", 12.47, 2,    7326.35, -154.1,    1.0176, 0, 0, 0, 0, 0, 0, 0, 0
"L2727019", 12.47, 1,    7387.01,  -31.3,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"L2801909", 12.47, 1,     7551.6,  -30.9,    1.0489, 2,    7563.39, -150.6,    1.0505, 3,    7563.86,   89.8,    1.0506
"M1047831", 12.47, 2,    7304.98, -156.1,    1.0146, 0, 0, 0, 0, 0, 0, 0, 0
"L2748131", 12.47, 2,    7308.36, -156.1,    1.0151, 0, 0, 0, 0, 0, 0, 0, 0
"L2729427", 12.47, 2,    7305.96, -156.1,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"L2766717", 12.47, 3,    7403.96,   89.0,    1.0284, 0, 0, 0, 0, 0, 0, 0, 0
"L2879064", 12.47, 1,    7387.81,  -33.8,    1.0261, 0, 0, 0, 0, 0, 0, 0, 0
"L3195318", 12.47, 2,    7471.24, -152.8,    1.0377, 0, 0, 0, 0, 0, 0, 0, 0
"L3254204", 12.47, 1,    7313.56,  -33.3,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"L2973148", 12.47, 1,     7339.6,  -31.6,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0
"L2801902", 12.47, 2,    7278.22, -155.0,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0
"L2748146", 12.47, 1,    7374.68,  -33.8,    1.0243, 0, 0, 0, 0, 0, 0, 0, 0
"N1139549", 12.47, 1,     7251.6,  -33.4,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0
"N1138593", 12.47, 1,    7284.72,  -33.7,    1.0118, 0, 0, 0, 0, 0, 0, 0, 0
"L3197624", 12.47, 2,    7251.82, -156.1,    1.0073, 0, 0, 0, 0, 0, 0, 0, 0
"M1069558", 12.47, 2,     7355.7, -154.9,    1.0217, 0, 0, 0, 0, 0, 0, 0, 0
"L3197654", 12.47, 1,    7161.47,  -32.6,   0.99471, 0, 0, 0, 0, 0, 0, 0, 0
"L2710505", 12.47, 2,    7304.89, -156.1,    1.0146, 0, 0, 0, 0, 0, 0, 0, 0
"L2879065", 12.47, 2,    7306.88, -154.0,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0
"M1166358", 12.47, 3,    7584.84,   90.3,    1.0535, 0, 0, 0, 0, 0, 0, 0, 0
"L2898522", 12.47, 1,    7386.75,  -31.3,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"L2992556", 12.47, 3,    7505.47,   89.8,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0
"196-35813", 12.47, 1,    7347.63,  -33.2,    1.0206, 2,    7429.09, -155.7,    1.0319, 3,    7425.72,   92.3,    1.0314
"L3064514", 12.47, 3,    7420.26,   89.7,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"L3141402", 12.47, 3,    7396.11,   92.4,    1.0273, 0, 0, 0, 0, 0, 0, 0, 0
"L2859391", 12.47, 2,    7360.13, -156.4,    1.0223, 0, 0, 0, 0, 0, 0, 0, 0
"L2860489", 12.47, 1,    7133.45,  -34.4,   0.99082, 0, 0, 0, 0, 0, 0, 0, 0
"M1026989", 12.47, 2,    7294.32, -156.1,    1.0132, 0, 0, 0, 0, 0, 0, 0, 0
"M1209752", 12.47, 2,    7527.68, -151.1,    1.0456, 0, 0, 0, 0, 0, 0, 0, 0
"L2710514", 12.47, 2,    7327.06, -156.0,    1.0177, 0, 0, 0, 0, 0, 0, 0, 0
"L2726975", 12.47, 2,    7304.04, -156.1,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"L3649306", 12.47, 1,    7320.29,  -33.6,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"L2767407", 12.47, 2,    7515.59, -151.6,    1.0439, 0, 0, 0, 0, 0, 0, 0, 0
"L2730107", 12.47, 3,    7509.35,   92.7,     1.043, 0, 0, 0, 0, 0, 0, 0, 0
"M4113347", 12.47, 1,    7305.94,  -33.1,    1.0148, 2,    7288.94, -156.3,    1.0124, 3,       7390,   91.8,    1.0265
"L3216339", 12.47, 2,    7293.36, -154.1,     1.013, 0, 0, 0, 0, 0, 0, 0, 0
"D5472341-1_INT", 12.47, 2,     7295.6, -154.1,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0
"F739842", 12.47, 2,     7295.6, -154.1,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0
"L2897792", 12.47, 1,    7195.19,  -32.4,   0.99939, 0, 0, 0, 0, 0, 0, 0, 0
"M1026800", 12.47, 1,    7329.26,  -33.3,     1.018, 2,    7430.48, -155.7,    1.0321, 3,    7418.16,   92.3,    1.0304
"M1026797", 12.47, 1,    7326.28,  -33.3,    1.0176, 2,    7430.68, -155.7,    1.0321, 3,    7417.12,   92.3,    1.0302
"L2729407", 12.47, 2,    7316.66, -154.0,    1.0163, 0, 0, 0, 0, 0, 0, 0, 0
"L3342743", 12.47, 3,    7432.72,   92.3,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"L3122818", 12.47, 3,    7420.71,   92.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"M1047430", 12.47, 1,    7246.14,  -33.4,    1.0065, 0, 0, 0, 0, 0, 0, 0, 0
"L3048203", 12.47, 2,    7318.66, -156.0,    1.0165, 0, 0, 0, 0, 0, 0, 0, 0
"L2936276", 12.47, 2,    7542.82, -151.0,    1.0477, 0, 0, 0, 0, 0, 0, 0, 0
"L2860499", 12.47, 2,    7356.17, -154.9,    1.0218, 0, 0, 0, 0, 0, 0, 0, 0
"P827564", 12.47, 3,    7389.99,   91.8,    1.0265, 0, 0, 0, 0, 0, 0, 0, 0
"L3030205", 12.47, 3,    7584.79,   90.3,    1.0535, 0, 0, 0, 0, 0, 0, 0, 0
"L3008248", 12.47, 1,    7027.99,  -34.0,   0.97617, 0, 0, 0, 0, 0, 0, 0, 0
"L2804250", 12.47, 3,    7416.23,   89.6,    1.0301, 0, 0, 0, 0, 0, 0, 0, 0
"L2954354", 12.47, 1,    7207.53,  -34.4,    1.0011, 0, 0, 0, 0, 0, 0, 0, 0
"L2673321", 12.47, 1,    7207.51,  -34.4,    1.0011, 0, 0, 0, 0, 0, 0, 0, 0
"L3197634", 12.47, 2,    7386.79, -156.4,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"L3141389", 12.47, 1,    7256.41,  -33.8,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0
"L2935559", 12.47, 1,    7113.81,  -34.5,   0.98809, 0, 0, 0, 0, 0, 0, 0, 0
"P895087", 12.47, 1,    7339.75,  -31.6,    1.0195, 0, 0, 0, 0, 0, 0, 0, 0
"L3254217", 12.47, 1,    7331.46,  -33.3,    1.0183, 2,    7430.19, -155.7,     1.032, 3,    7418.94,   92.3,    1.0305
"L3101782", 12.47, 1,    7051.51,  -30.7,   0.97944, 0, 0, 0, 0, 0, 0, 0, 0
"L2745799", 12.47, 3,    7422.03,   92.4,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"L3082983", 12.47, 2,    7291.58, -155.0,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0
"L2691966", 12.47, 2,    7322.88, -154.9,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0
"N1136368", 12.47, 1,    7195.25,  -32.4,    0.9994, 0, 0, 0, 0, 0, 0, 0, 0
"L3197642", 12.47, 3,    7396.22,   92.4,    1.0273, 0, 0, 0, 0, 0, 0, 0, 0
"L2973157", 12.47, 1,    7241.75,  -33.4,    1.0059, 0, 0, 0, 0, 0, 0, 0, 0
"L2935550", 12.47, 3,    7356.03,   89.5,    1.0217, 0, 0, 0, 0, 0, 0, 0, 0
"D5865224-1_INT", 12.47, 2,    7296.45, -154.0,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"L3066821", 12.47, 1,    7191.82,  -33.9,   0.99893, 0, 0, 0, 0, 0, 0, 0, 0
"M1009691", 12.47, 1,    7191.75,  -33.9,   0.99892, 0, 0, 0, 0, 0, 0, 0, 0
"L3178975", 12.47, 2,    7312.47, -156.1,    1.0157, 0, 0, 0, 0, 0, 0, 0, 0
"M1069518", 12.47, 1,    7218.14,  -32.3,    1.0026, 2,     7437.3, -154.8,     1.033, 3,    7602.11,   92.3,    1.0559
"L2916618", 12.47, 2,    7229.59, -155.1,    1.0042, 0, 0, 0, 0, 0, 0, 0, 0
"L2710515", 12.47, 3,    7359.48,   92.3,    1.0222, 0, 0, 0, 0, 0, 0, 0, 0
"L3235258", 12.47, 1,    7294.99,  -33.3,    1.0133, 2,    7432.87, -155.7,    1.0324, 3,    7408.41,   92.4,     1.029
"L3141395", 12.47, 3,    7404.51,   92.0,    1.0285, 0, 0, 0, 0, 0, 0, 0, 0
"N1136997", 12.47, 3,    7444.12,   92.3,     1.034, 0, 0, 0, 0, 0, 0, 0, 0
"L3104123", 12.47, 3,    7444.11,   92.3,     1.034, 0, 0, 0, 0, 0, 0, 0, 0
"190-7361", 12.47, 1,    7479.22,  -33.4,    1.0388, 2,    7499.36, -152.7,    1.0416, 3,    7459.73,   89.2,    1.0361
"L3645812", 12.47, 3,     7433.4,   92.3,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"228-1353934-4_INT", 12.47, 3,     7433.4,   92.3,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"L3254214", 12.47, 2,    7244.76, -156.4,    1.0063, 0, 0, 0, 0, 0, 0, 0, 0
"D5686080-1_INT", 12.47, 1,     7194.7,  -34.4,   0.99933, 2,    7357.45, -154.0,    1.0219, 3,    7462.67,   88.7,    1.0365
"L2766749", 12.47, 1,    7307.18,  -33.2,    1.0149, 2,    7327.16, -156.2,    1.0177, 3,    7404.83,   92.0,    1.0285
"L2692660", 12.47, 1,     7329.7,  -31.5,    1.0181, 0, 0, 0, 0, 0, 0, 0, 0
"L2955076", 12.47, 1,    7329.58,  -31.5,    1.0181, 0, 0, 0, 0, 0, 0, 0, 0
"M1125979", 12.47, 3,    7631.95,   91.6,    1.0601, 0, 0, 0, 0, 0, 0, 0, 0
"L3160114", 12.47, 1,    7248.01,  -31.9,    1.0067, 0, 0, 0, 0, 0, 0, 0, 0
"L3235245", 12.47, 3,    7412.61,   92.2,    1.0296, 0, 0, 0, 0, 0, 0, 0, 0
"M1026876", 12.47, 1,    7215.79,  -33.9,    1.0023, 2,    7377.43, -156.4,    1.0247, 3,    7420.49,   92.3,    1.0307
"L2785535", 12.47, 2,    7220.24, -155.1,    1.0029, 0, 0, 0, 0, 0, 0, 0, 0
"L2973150", 12.47, 1,    7192.41,  -32.4,   0.99901, 0, 0, 0, 0, 0, 0, 0, 0
"L3160113", 12.47, 2,     7222.5, -155.1,    1.0032, 0, 0, 0, 0, 0, 0, 0, 0
"L2710518", 12.47, 1,    7262.62,  -33.4,    1.0088, 0, 0, 0, 0, 0, 0, 0, 0
"L3195310", 12.47, 1,    7113.73,  -34.5,   0.98808, 0, 0, 0, 0, 0, 0, 0, 0
"L3142098", 12.47, 2,    7514.21, -151.6,    1.0437, 0, 0, 0, 0, 0, 0, 0, 0
"M1026784", 12.47, 3,    7415.03,   92.3,    1.0299, 0, 0, 0, 0, 0, 0, 0, 0
"L2897771", 12.47, 2,    7511.67, -151.8,    1.0434, 0, 0, 0, 0, 0, 0, 0, 0
"L2917255", 12.47, 3,    7631.87,   91.6,      1.06, 0, 0, 0, 0, 0, 0, 0, 0
"L3254215", 12.47, 3,     7418.2,   89.0,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"L2989571", 12.47, 1,     7020.9,  -34.0,   0.97518, 0, 0, 0, 0, 0, 0, 0, 0
"L3179699", 12.47, 2,    7476.03, -152.8,    1.0384, 0, 0, 0, 0, 0, 0, 0, 0
"L3029507", 12.47, 2,    7326.43, -154.1,    1.0176, 0, 0, 0, 0, 0, 0, 0, 0
"L2748124", 12.47, 2,    7303.22, -156.1,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"D5958866-1_INT", 12.47, 1,    7316.59,  -32.2,    1.0163, 2,    7513.98, -151.7,    1.0437, 3,     7532.4,   89.9,    1.0462
"L2861218", 12.47, 1,    7317.55,  -32.1,    1.0164, 2,    7515.07, -151.6,    1.0438, 3,    7538.25,   90.0,     1.047
"L0247162", 12.47, 2,    7295.59, -154.1,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0
"L2935552", 12.47, 3,    7469.84,   89.7,    1.0375, 0, 0, 0, 0, 0, 0, 0, 0
"L3216350", 12.47, 1,    7263.08,  -33.4,    1.0088, 0, 0, 0, 0, 0, 0, 0, 0
"L3197660", 12.47, 2,    7311.82, -156.1,    1.0156, 0, 0, 0, 0, 0, 0, 0, 0
"M1026880", 12.47, 1,    7238.04,  -33.8,    1.0053, 0, 0, 0, 0, 0, 0, 0, 0
"L2822860", 12.47, 2,    7251.43, -156.1,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0
"L3101787", 12.47, 1,    7030.97,  -34.0,   0.97658, 0, 0, 0, 0, 0, 0, 0, 0
"L3027132", 12.47, 1,    7030.96,  -34.0,   0.97658, 0, 0, 0, 0, 0, 0, 0, 0
"L3179673", 12.47, 3,    7590.84,   90.5,    1.0543, 0, 0, 0, 0, 0, 0, 0, 0
"L2879092", 12.47, 3,    7395.75,   92.4,    1.0273, 0, 0, 0, 0, 0, 0, 0, 0
"L2803199", 12.47, 1,    7139.98,  -30.8,   0.99172, 2,    7486.98, -151.6,    1.0399, 3,    7655.88,   92.2,    1.0634
"L3254208", 12.47, 3,    7406.97,   92.1,    1.0288, 0, 0, 0, 0, 0, 0, 0, 0
"M1027014", 12.47, 3,    7354.14,   92.3,    1.0215, 0, 0, 0, 0, 0, 0, 0, 0
"M1047433", 12.47, 1,    7247.39,  -33.4,    1.0066, 0, 0, 0, 0, 0, 0, 0, 0
"L2991905", 12.47, 1,    7303.68,  -33.1,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"L2935560", 12.47, 3,    7399.87,   92.4,    1.0278, 0, 0, 0, 0, 0, 0, 0, 0
"L3085400", 12.47, 3,     7418.3,   89.0,    1.0304, 0, 0, 0, 0, 0, 0, 0, 0
"L2764403", 12.47, 1,     7137.7,  -32.7,   0.99141, 0, 0, 0, 0, 0, 0, 0, 0
"M1108535", 12.47, 1,    7452.53,  -31.0,    1.0351, 2,    7541.81, -152.3,    1.0475, 3,    7517.12,   92.7,    1.0441
"L2785521", 12.47, 3,    7433.18,   92.3,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"L3216988", 12.47, 2,    7499.14, -151.5,    1.0416, 0, 0, 0, 0, 0, 0, 0, 0
"L3649305", 12.47, 1,    7318.88,  -33.6,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0
"L2983432", 12.47, 1,    7331.38,  -33.3,    1.0183, 0, 0, 0, 0, 0, 0, 0, 0
"L3315860", 12.47, 2,    7337.36, -156.5,    1.0191, 0, 0, 0, 0, 0, 0, 0, 0
"M1125966", 12.47, 2,    7499.42, -151.5,    1.0417, 0, 0, 0, 0, 0, 0, 0, 0
"L2729423", 12.47, 3,     7611.3,   92.2,    1.0572, 0, 0, 0, 0, 0, 0, 0, 0
"D6140776-1_INT", 12.47, 1,    7306.56,  -33.3,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0
"L2673307", 12.47, 3,    7295.06,   89.4,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0
"L2685809", 12.47, 1,    7417.16,  -33.2,    1.0302, 0, 0, 0, 0, 0, 0, 0, 0
"L3254209", 12.47, 3,    7412.73,   92.2,    1.0296, 0, 0, 0, 0, 0, 0, 0, 0
"L2860477", 12.47, 1,     7256.4,  -33.8,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0
"P827548", 12.47, 1,    7195.31,  -32.4,   0.99941, 0, 0, 0, 0, 0, 0, 0, 0
"L3048946", 12.47, 3,    7583.19,   90.3,    1.0533, 0, 0, 0, 0, 0, 0, 0, 0
"L2839331", 12.47, 1,    7056.67,  -33.9,   0.98015, 0, 0, 0, 0, 0, 0, 0, 0
"L2973180", 12.47, 2,    7242.82, -156.4,     1.006, 0, 0, 0, 0, 0, 0, 0, 0
"L3066806", 12.47, 3,    7350.63,   89.5,     1.021, 0, 0, 0, 0, 0, 0, 0, 0
"L2785529", 12.47, 3,    7425.69,   92.4,    1.0314, 0, 0, 0, 0, 0, 0, 0, 0
"L3177894", 12.47, 1,    7020.18,  -34.0,   0.97509, 0, 0, 0, 0, 0, 0, 0, 0
"L2731712", 12.47, 2,    7311.15, -156.5,    1.0155, 0, 0, 0, 0, 0, 0, 0, 0
"L2917310", 12.47, 2,    7514.07, -151.6,    1.0437, 0, 0, 0, 0, 0, 0, 0, 0
"D5682346-3_INT", 12.47, 1,    7251.85,  -32.0,    1.0073, 2,    7431.56, -154.6,    1.0322, 3,    7600.05,   92.3,    1.0556
"L3085394", 12.47, 3,     7424.9,   89.6,    1.0313, 0, 0, 0, 0, 0, 0, 0, 0
"L3236004", 12.47, 3,    7629.41,   91.5,    1.0597, 0, 0, 0, 0, 0, 0, 0, 0
"L2879066", 12.47, 2,    7303.87, -156.1,    1.0145, 0, 0, 0, 0, 0, 0, 0, 0
"L3048214", 12.47, 1,    7113.78,  -34.5,   0.98809, 0, 0, 0, 0, 0, 0, 0, 0
"L3120504", 12.47, 1,    7022.37,  -34.0,   0.97539, 0, 0, 0, 0, 0, 0, 0, 0
"P827537", 12.47, 1,    7269.53,  -33.4,    1.0097, 0, 0, 0, 0, 0, 0, 0, 0
"228-979371-2_INT", 12.47, 3,    7386.61,   91.8,     1.026, 0, 0, 0, 0, 0, 0, 0, 0
"L2785543", 12.47, 2,    7311.03, -156.5,    1.0155, 0, 0, 0, 0, 0, 0, 0, 0
"M1047837", 12.47, 2,    7240.92, -156.2,    1.0057, 0, 0, 0, 0, 0, 0, 0, 0
